Settore Merceologico;Insegna;Ubicazione;Tipo Via;Via;Civico;Codice Via;ZD;Superficie vendita;Superficie altri usi;Superficie totale
non alimentare;milano star mercedes benz;"VIA TITO LIVIO N. 28 ; isolato:146; accesso: accesso esterno; (z.d. 4)";VIA;TITO LIVIO;28;4086;4;277;;277
non alimentare;mitsubishi motors;"VLE CERTOSA N. 148 ; isolato:220; accesso: accesso esterno; (z.d. 8)";VLE;CERTOSA;148;7174;8;485;;485
non alimentare;mobili cucine divani;"VIA LEONCAVALLO RUGGERO N. 17 ; isolato:114; accesso: accesso esterno; (z.d. 2)";VIA;LEONCAVALLO RUGGERO;17;2389;2;1000;;1000
non alimentare;mobili vercesi;"VLE MONZA N. 23 ; isolato:346; accesso: accesso esterno; (z.d. 2)";VLE;MONZA;23;2274;2;395;75;470
non alimentare;mondadori informatica;"VIA BERCHET GIOVANNI N. 2 ;via berchet giovanni 002; isolato:416; accesso: accesso esterno; (z.d. 1)";VIA;BERCHET GIOVANNI;2;206;1;1464;;1464
non alimentare;mondadori multicenter;"VIA DOGANA N. 2 angolo via marconi;via dogana 002; isolato:450; (z.d. 1)";VIA;DOGANA;2;341;1;2300;;4208
non alimentare;mornata art decor;"VIA MOLINO DELLE ARMI N. 49 ;via molino delle armi 049; isolato:126; accesso: accesso esterno; (z.d. 1)";VIA;MOLINO DELLE ARMI;49;591;1;270;;270
non alimentare;morotti arredamenti;"VLE MONZA N. 75 ; isolato:322; accesso: accesso esterno; (z.d. 2)";VLE;MONZA;75;2274;2;366;;568
non alimentare;muji;"CSO BUENOS AIRES N. 36 ; isolato:079; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;36;2129;3;505;;505
non alimentare;nadine;"GLL PASSARELLA N. 2 ;gll passarella 002; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL;PASSARELLA;2;303;1;382;;472
non alimentare;natuzzi;"VIA DURINI N. 24 ;via durini 024; isolato:318; accesso: accesso esterno; (z.d. 1)";VIA;DURINI;24;313;1;748;;900
non alimentare;nuova eco srl.;"VIA PETROCCHI POLICARPO N. 36 ; isolato:187; accesso: accesso esterno; (z.d. 2)";VIA;PETROCCHI POLICARPO;36;2320;2;705;;705
non alimentare;opel gerli;"VLE TESTI FULVIO N. 22 ; isolato:156; accesso: accesso esterno; (z.d. 9)";VLE;TESTI FULVIO;22;1441;9;1440;2000;3440
non alimentare;oviesse;"GLL PASSARELLA N. 2 ;gll passarella 002; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL;PASSARELLA;2;303;1;750;;750
non alimentare;oviesse;"VIA LORENTEGGIO ang. v. redaelli 2 num.000; accesso: accesso esterno; (z.d. 6)";VIA;CANTONI GIOVANNI;7;6206;7;1000;;1000
non alimentare;oviesse;"VIA MONCALIERI N. 15 ; isolato:128; accesso: accesso esterno; (z.d. 9)";VIA;MONCALIERI;15;1095;9;870;300;1170
non alimentare;pabocar service;"VIA MONVISO N. 34 ; isolato:055; accesso: accesso esterno; (z.d. 8)";VIA;MONVISO;34;7212;8;390;;390
non alimentare;peugeot;"VIA GALLARATE N. 199 ; isolato:202; accesso: accesso esterno; (z.d. 8)";VIA;GALLARATE;199;7420;8;1495;;1495
non alimentare;photodiscount;"PZA DE ANGELI ERNESTO N. 3 ; isolato:218; accesso: accesso esterno; (z.d. 7)";PZA;DE ANGELI ERNESTO;3;6276;7;292;;292
non alimentare;piaggio;"CSO SEMPIONE N. 43 ; isolato:083; accesso: accesso esterno; (z.d. 8)";CSO;SEMPIONE;43;7137;8;434;;434
non alimentare;picking pack service;"LGO AUGUSTO N. 8 ;lgo augusto 008; isolato:320; accesso: accesso esterno; (z.d. 1)";LGO;AUGUSTO;8;315;1;380;;380
non alimentare;pimkie;"VIA BOSCOVICH RUGGERO N. 58 allo sport. in distrib.; isolato:078; accesso: accesso esterno; (z.d. 3)";VIA;BOSCOVICH RUGGERO;58;2131;3;399;;399
non alimentare;pisotti;"ALZ NAVIGLIO GRANDE N. 98 ; isolato:049; accesso: accesso interno; (z.d. 6)";ALZ;NAVIGLIO GRANDE;98;5144;6;875;;875
non alimentare;porsche;"VLE LANCETTI VINCENZO N. 46 ; isolato:097; accesso: area ap.rec.; (z.d. 9)";VLE;LANCETTI VINCENZO;46;1221;9;300;;300
non alimentare;prada;"GLL VITTORIO EMANUELE num.063; isolato:354; accesso: accesso esterno; (z.d. 1)";GLL;VITTORIO EMANUELE;;10;1;720;;720
non alimentare;prada;"VIA MONTE NAPOLEONE N. 6 ;via monte napoleone 006; isolato:262; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;6;219;1;600;;600
non alimentare;prada;"VIA MONTE NAPOLEONE N. 8 ;via monte napoleone 008; isolato:262; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;8;219;1;500;;500
non alimentare;prenatal;"CSO BUENOS AIRES N. 28 ; isolato:082; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;28;2129;3;500;;500
non alimentare;prenatal;"CSO SAN GOTTARDO N. 11 ; isolato:095; accesso: accesso esterno; (z.d. 5)";CSO;SAN GOTTARDO;11;5203;5;270;21;291
non alimentare;prodotti per non vedenti;"VIA GIOVANNI DA PROCIDA N. 6 ; isolato:085; accesso: accesso interno; (z.d. 8)";VIA;GIOVANNI DA PROCIDA;6;7151;8;450;;450
non alimentare;proto arredamenti;"VIA VESPRI SICILIANI N. 51 ; isolato:148; accesso: accesso interno; (z.d. 6)";VIA;VESPRI SICILIANI;51;5137;6;384;;384
non alimentare;punto market;"VIA PIRANESI GIOVANNI BATTISTA N. 4 aff. az. tacit. rinn.; isolato:274; accesso: accesso esterno; (z.d. 4)";VIA;PIRANESI GIOVANNI BATTISTA;4;3263;4;600;;1364
non alimentare;ramsa;"VIA QUARTO CAGNINO N. 24 ; isolato:038; accesso: accesso esterno; (z.d. 7)";VIA;QUARTO CAGNINO;24;6313;7;570;;570
non alimentare;renco di macri  roberto;"CSO VENEZIA N. 29 ;cso venezia 029; isolato:186; accesso: accesso esterno; (z.d. 1)";CSO;VENEZIA;29;238;1;260;214;474
non alimentare;replay;"LGO CORSIA DEI SERVI N. 11 ;cso vittorio emanuele ii 024; isolato:360; accesso: accesso esterno; (z.d. 1)";LGO;CORSIA DEI SERVI;11;234;1;808;;808
non alimentare;ricordi media store;"VIA FOSCOLO UGO N. 3 ;gll vittorio emanuele 000; isolato:480; accesso: accesso esterno; (z.d. 1)";VIA;FOSCOLO UGO;3;205;1;2086;;2510
non alimentare;ricordi medi store;"CSO BUENOS AIRES num.033/35; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;;2129;3;1190;;1743
non alimentare;ricordi medi store;"CSO BUENOS AIRES num.033/35; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;;2129;3;1190;;1743
non alimentare;riparaz. contachilometri;"VIA MUSSI GIUSEPPE N. 5 ; isolato:056; accesso: accesso interno; (z.d. 8)";VIA;MUSSI GIUSEPPE;5;7199;8;252;;252
non alimentare;ronchi arredamenti snc;"VIA LIPPI FILIPPINO N. 19 ; isolato:045; accesso: accesso esterno; (z.d. 3)";VIA;LIPPI FILIPPINO;19;2196;3;277;;277
non alimentare;sagam;"VLE TESTI FULVIO N. 260 ; isolato:045; accesso: area ap.rec.; (z.d. 9)";VLE;TESTI FULVIO;260;1441;9;440;;1080
non alimentare;salina albera;"VIA MAMBRETTI ANTONIO N. 29 ; isolato:112; accesso: accesso esterno; (z.d. 8)";VIA;MAMBRETTI ANTONIO;29;7455;8;260;;260
non alimentare;salmoiraghi vigano;"PZA SAN BABILA N. 3 ;pza san babila 003; isolato:316; accesso: accesso esterno; (z.d. 1)";PZA;SAN BABILA;3;216;1;531;;663
non alimentare;saro;"VIA DE AMICIS EDMONDO num.020/22; isolato:220; accesso: accesso esterno; (z.d. 1)";VIA;DE AMICIS EDMONDO;;574;1;440;2362;2802
non alimentare;schiffini;"VIA PASSIONE num.002/a; isolato:194; accesso: accesso esterno; (z.d. 1)";VIA;PASSIONE;;3033;1;328;;328
non alimentare;sempione;"CSO SEMPIONE N. 6 ; isolato:136; accesso: accesso esterno; (z.d. 1)";CSO;SEMPIONE;6;7137;1;414;;454
non alimentare;sisley;"GLL PASSARELLA N. 1 ;gll passarella 001; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL;PASSARELLA;1;303;1;437;;454
non alimentare;sisley;"VIA DOGANA N. 4 ;via mazzini giuseppe 002; isolato:447; accesso: accesso esterno; (z.d. 1)";VIA;DOGANA;4;341;1;1076;;1595
non alimentare;smart;"GLL SAN BABILA num.004/a; isolato:264; accesso: accesso esterno; (z.d. 1)";GLL;SAN BABILA;;360;1;450;;450
non alimentare;sonia cars;"VIA CASORETTO N. 45 ; isolato:006; accesso: accesso esterno; (z.d. 3)";VIA;CASORETTO;45;2420;3;280;;280
non alimentare;sony italia spa.;"VIA MANZONI ALESSANDRO N. 31 piano iø;via manzoni alessandro 031; isolato:254; accesso: accesso esterno; (z.d. 1)";VIA;MANZONI ALESSANDRO;31;230;1;573;;573
non alimentare;spaccio aziendale;"VIA QUINTILIANO MARCO FABIO N. 33 ; isolato:073; accesso: area ap.rec.; (z.d. 4)";VIA;QUINTILIANO MARCO FABIO;33;3358;4;252;;252
non alimentare;spaccio zucchi;"VIA F.LLI LORENZETTI N. 4 ; isolato:010; accesso: accesso interno; (z.d. 7)";VIA;F.LLI LORENZETTI;4;6604;7;254;;254
non alimentare;spazio fitecarraldo;"CSO DI PORTA ROMANA N. 132 ; isolato:039; accesso: accesso esterno; (z.d. 1)";CSO;DI PORTA ROMANA;132;402;1;439;;1274
non alimentare;spazionavigli;"VIA ALESSANDRIA N. 3 ; isolato:052; accesso: accesso esterno; (z.d. 6)";VIA;ALESSANDRIA;3;5109;6;300;;300
non alimentare;splendori;"CSO MONFORTE N. 2 ;cso monforte 002; isolato:264; accesso: accesso esterno; (z.d. 1)";CSO;MONFORTE;2;348;1;260;;260
non alimentare;spotorno car srl;"VLE TESTI FULVIO N. 29 ; isolato:141; accesso: accesso esterno; (z.d. 9)";VLE;TESTI FULVIO;29;1441;9;323;;323
non alimentare;spotti modern living;"VLE PIAVE N. 27 ; isolato:152; accesso: accesso esterno; (z.d. 1)";VLE;PIAVE;27;2179;1;393;;393
non alimentare;stefanel;"PZA DEL DUOMO N. 21 ;pza del duomo 021; isolato:471; accesso: accesso esterno; (z.d. 1)";PZA;DEL DUOMO;21;1;1;460;;499
non alimentare;supermarket del legno;"VIA LORENTEGGIO N. 246 ; isolato:051; accesso: accesso esterno; (z.d. 6)";VIA;LORENTEGGIO;246;5132;6;1128;;1128
non alimentare;super union;"VIA MAESTRI CAMPIONESI N. 25 ; isolato:074; accesso: accesso esterno; (z.d. 4)";VIA;MAESTRI CAMPIONESI;25;3197;4;370;;370
non alimentare;susa auto silo;"VIA GOZZI GASPARE N. 5 ; isolato:183; accesso: accesso esterno; (z.d. 3)";VIA;GOZZI GASPARE;5;3104;3;800;;6490
non alimentare;sveziacar spa;"VIA KULISCIOFF ANNA N. 6 loc.interno; isolato:053; accesso: accesso esterno; (z.d. 6)";VIA;KULISCIOFF ANNA;6;6812;6;520;;520
non alimentare;tecno;"VIA BIGLI N. 22 ;via bigli 022; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA;BIGLI;22;224;1;430;;430
non alimentare;tecno;"VIA BIGLI N. 22 ;via bigli 022; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA;BIGLI;22;224;1;445;;445
non alimentare;tenda davide cenci;"VIA MANZONI ALESSANDRO N. 7 ;via manzoni alessandro 007; isolato:364; accesso: accesso esterno; (z.d. 1)";VIA;MANZONI ALESSANDRO;7;230;1;278;;278
non alimentare;terranova;"VIA TORINO N. 61 ;via torino 061; isolato:399; (z.d. 1)";VIA;TORINO;61;543;1;525;;883
non alimentare;tessuti raponi;"VIA RONCHI N. 2 ; isolato:093; accesso: accesso esterno; (z.d. 3)";VIA;RONCHI;2;2655;3;531;;1050
non alimentare;tiffany;"VIA DELLA SPIGA num.019/a; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA;DELLA SPIGA;;226;1;266;;266
non alimentare;tod s;"VIA DELLA SPIGA N. 22 ;via della spiga 022; isolato:184; accesso: accesso esterno; (z.d. 1)";VIA;DELLA SPIGA;22;226;1;495;;920
non alimentare;treesse sport;"PZA SANTA MARIA BELTRADE N. 2 angolo via torino;via torino 015; isolato:447; accesso: accesso esterno; (z.d. 1)";PZA;SANTA MARIA BELTRADE;2;514;1;870;;1064
non alimentare;trevisan  E  c.;"CSO GENOVA N. 20 ; isolato:133; accesso: accesso esterno; (z.d. 1)";CSO;GENOVA;20;5164;1;630;;661
non alimentare;trussardi;"PZA DELLA SCALA N. 5 ;pza della scala 005; isolato:479; accesso: accesso esterno; (z.d. 1)";PZA;DELLA SCALA;5;201;1;300;;300
non alimentare;tutto chicco;"CSO BUENOS AIRES N. 75 ; isolato:007; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;75;2129;3;575;;880
non alimentare;united colors of benetton;"CSO VERCELLI N. 8 ; isolato:217; accesso: accesso esterno; (z.d. 7)";CSO;VERCELLI;8;6193;7;2228;;3994
non alimentare;upim;"VIA QUARENGHI GIACOMO N. 23 ; isolato:300; accesso: accesso interno; (z.d. 8)";VIA;QUARENGHI GIACOMO;23;7478;8;1490;;1836
non alimentare;valentino;"VIA MONTE NAPOLEONE N. 20 ;via monte napoleone 020; isolato:258; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;20;219;1;613;;982
non alimentare;vannucci;"GLL SAN BABILA num.004/c; isolato:264; accesso: accesso esterno; (z.d. 1)";GLL;SAN BABILA;;360;1;380;;505
non alimentare;varco spa.;"VIA DELL' INNOMINATO N. 2 ; isolato:082; accesso: accesso esterno; (z.d. 5)";VIA;DELL' INNOMINATO;2;5414;5;664;;7140
non alimentare;vergelio;"VIA PASSARELLA N. 4 ;cso vittorio emanuele ii 018*; isolato:386; accesso: accesso esterno; (z.d. 1)";VIA;PASSARELLA;4;298;1;345;;345
non alimentare;verzeri;"VIA VILLAPIZZONE num.012; isolato:171; accesso: accesso esterno; (z.d. 8)";VIA;VILLAPIZZONE;;7272;8;252;;252
non alimentare;vetrofania;"VIA DURINI N. 23 ;via durini 023; isolato:317; accesso: accesso esterno; (z.d. 1)";VIA;DURINI;23;313;1;514;;1056
non alimentare;vodafone one;"VIA OREFICI N. 2 ;via orefici 002; isolato:436; accesso: accesso esterno; (z.d. 1)";VIA;OREFICI;2;547;1;337;;337
non alimentare;volvo sveziacar;"VLE TOSCANA N. 31 allo sport. in distribuzione; isolato:168; accesso: accesso esterno; (z.d. 5)";VLE;TOSCANA;31;4210;5;965;;965
non alimentare;white star adventure;"VIA DEGLI OMENONI N. 2 ;via degli omenoni 002; isolato:383; accesso: accesso esterno; (z.d. 1)";VIA;DEGLI OMENONI;2;233;1;558;;597
non alimentare;willy sport;"VIA LAMARMORA ALFONSO N. 21 ; isolato:114; accesso: accesso esterno; (z.d. 1)";VIA;LAMARMORA ALFONSO;21;4103;1;266;;266
non alimentare;yves saint laurent;"VIA MONTE NAPOLEONE N. 27 ;via monte napoleone 027; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;27;219;1;632;;632
non alimentare;zara;"CSO BUENOS AIRES N. 54 ; isolato:045; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;54;2129;3;1200;;1909
non alimentare;zara;"CSO VITTORIO EMANUELE II N. 11 ;cso vittorio emanuele ii 011; isolato:361; accesso: accesso esterno; (z.d. 1)";CSO;VITTORIO EMANUELE II;11;214;1;2500;;2700
non alimentare;zara;"VIA TORINO N. 2 ;via torino 002; isolato:438; accesso: accesso esterno; (z.d. 1)";VIA;TORINO;2;543;1;1143;;1483
non alimentare;zucchi store;"VIA FOSCOLO UGO N. 4 ;via foscolo ugo 004; isolato:416; accesso: accesso esterno; (z.d. 1)";VIA;FOSCOLO UGO;4;205;1;700;;700
"non alimentare;tabella speciale carburanti";;"VIA ROSSI PELLEGRINO N. 93 ; isolato:153; accesso: accesso esterno; (z.d. 9)";VIA;ROSSI PELLEGRINO;93;1510;9;910;32;942
"non alimentare;tabella speciale carburanti";;"VIA SANT' ARNALDO N. 26 centro strada; isolato:063; pto strada:cs; accesso: accesso esterno; (z.d. 9)";VIA;SANT' ARNALDO;26;1663;9;600;300;600
"non alimentare;tabella speciale carburanti";castelli elaborazioni elt;"VIA DE MARCHI EMILIO N. 37 ; isolato:064; accesso: accesso esterno; (z.d. 2)";VIA;DE MARCHI EMILIO;37;1418;2;380;;380
"non alimentare;tabella speciale monopolio";;"PZA DEL DUOMO N. 25 ;pza del duomo 025; isolato:416; accesso: accesso esterno; (z.d. 1)";PZA;DEL DUOMO;25;1;1;601;;601
"non alimentare;tabella speciale monopolio";;"VIA MACCHI MAURO N. 42 ; isolato:031; accesso: accesso interno; (z.d. 2)";VIA;MACCHI MAURO;42;2133;2;350;475;825
tabella speciale carburanti;;"VIA GALLARATE N. 40 centro strada; isolato:228; pto strada:cs; accesso: accesso esterno; (z.d. 8)";VIA;GALLARATE;40;7420;8;800;100;900
tabella speciale farmacie;farmacia;"ff porta g codvia 9403 num.000 ; isolato:259; accesso: accesso interno; (z.d. 9)";VIA;MAFFUCCI ANGIOLO;40;1276;9;462;;753
tabella speciale farmacie;farmacia cassiodoro;"VLE CASSIODORO N. 12 ; isolato:151; accesso: accesso esterno; (z.d. 8)";VLE;CASSIODORO;12;6359;8;591;;776
tabella speciale farmacie;farmacia scevola;"VLE TESTI FULVIO N. 90 ; isolato:145; accesso: accesso esterno; (z.d. 9)";VLE;TESTI FULVIO;90;1441;9;397;;624
